Name,Scientific Name,Class,Order,Maximum Temperature,Minimum Temperature,Maximum Humidity,Minimum Humidity,Maximum Wind Speed,Minimum Wind Speed
Little Pygmy-possum,Cercartetus lepidus,Mammalia,Diprotodontia,18,7,45,35,3.54,2.34
Latitude,Longitude,,,,,,,,
-35.2772,142.3059,,,,,,,,
-35.2258,142.3062,,,,,,,,
-35.5507,142.4361,,,,,,,,
-35.5336,142.4369,,,,,,,,
-35.5515,142.4516,,,,,,,,
-35.873,141.693,,,,,,,,
-35.5507,142.4361,,,,,,,,
-35.873,141.693,,,,,,,,
-35.233,142.309,,,,,,,,
-35.2772,142.3059,,,,,,,,
-35.2709,142.3058,,,,,,,,
-35.8735,141.6263,,,,,,,,
-35.8568,141.6596,,,,,,,,
-35.2574,142.3067,,,,,,,,
-35.8735,141.6763,,,,,,,,
-35.282,142.306,,,,,,,,
-35.8735,141.6596,,,,,,,,
-35.5336,142.4369,,,,,,,,
-35.5408,142.4348,,,,,,,,
-35.5442,142.4537,,,,,,,,
-35.2168,142.3061,,,,,,,,
-35.857,141.743,,,,,,,,
-35.2168,142.3061,,,,,,,,
-35.8401,141.6263,,,,,,,,
-35.5299,142.4413,,,,,,,,
-35.5408,142.4348,,,,,,,,
-35.5408,142.4348,,,,,,,,
-35.8735,141.6596,,,,,,,,
-35.8568,141.6596,,,,,,,,
-35.8735,141.6763,,,,,,,,
-35.93,141.67,,,,,,,,
-34.7146,141.7548,,,,,,,,
-34.7003,141.0855,,,,,,,,
-35.4008,141.4005,,,,,,,,
-34.5823,141.7518,,,,,,,,
-36.534,141.64,,,,,,,,
-34.7267,141.0628,,,,,,,,
-34.759,141.976,,,,,,,,
-34.7149,141.7576,,,,,,,,
-35.4122,141.1539,,,,,,,,
-34.7267,141.0628,,,,,,,,
-34.7383,141.6687,,,,,,,,
-35.4008,141.4005,,,,,,,,
-35.3587,141.3145,,,,,,,,
-34.6529,141.0083,,,,,,,,
-35.8558,141.651,,,,,,,,
-34.718,141.682,,,,,,,,
-35.4081,141.3763,,,,,,,,
-35.4357,141.1649,,,,,,,,
-35.3653,141.1483,,,,,,,,
-35.4008,141.4005,,,,,,,,
-35.5507,142.4361,,,,,,,,
-35.5507,142.4361,,,,,,,,
-34.9474,141.3687,,,,,,,,
-35.2574,142.3067,,,,,,,,
-34.948,141.439,,,,,,,,
-34.948,141.439,,,,,,,,
-35.5442,142.4537,,,,,,,,
-35.6283,141.9814,,,,,,,,
-35.5417,142.4404,,,,,,,,
-36.9908,141.6863,,,,,,,,
-35.5408,142.4359,,,,,,,,
-35.5171,142.4576,,,,,,,,
-34.7623,141.9795,,,,,,,,
-36.534,141.64,,,,,,,,
-35.5417,142.4404,,,,,,,,
-34.6221,142.2683,,,,,,,,
-36.5358,141.6431,,,,,,,,
-36.5222,141.6497,,,,,,,,
-35.5336,142.4369,,,,,,,,
-35.5106,142.4034,,,,,,,,
-35.5336,142.4369,,,,,,,,
-35.53,142.44,,,,,,,,
-36.534,141.64,,,,,,,,
-35.5451,142.4559,,,,,,,,
-36.5358,141.6431,,,,,,,,
-34.759,141.976,,,,,,,,
-35.5336,142.4369,,,,,,,,
-35.8568,141.4096,,,,,,,,
-35.7838,140.9654,,,,,,,,
-35.7937,140.9654,,,,,,,,
-35.7775,140.9676,,,,,,,,
-34.82,141.05,,,,,,,,
-35.7838,140.9654,,,,,,,,
-35.7775,140.9654,,,,,,,,
-35.77,141.38,,,,,,,,
