Name,Scientific Name,Class,Order,Maximum Temperature,Minimum Temperature,Maximum Humidity,Minimum Humidity,Maximum Wind Speed,Minimum Wind Speed
Coral Snake,Brachyurophis australis,Reptilia,Squamata,27,26,80,75,0.638,0.583
Latitude,Longitude,,,,,,,,
-34.47,141.27,,,,,,,,
-35.2,143.38,,,,,,,,
-35.35,142.42,,,,,,,,
-35.4,142.43,,,,,,,,
-35.68,142.67,,,,,,,,
-35.68,142.67,,,,,,,,
-34.9,142.27,,,,,,,,
-34.7558,141.0663,,,,,,,,
-34.7071,141.0571,,,,,,,,
-34.73,141.07,,,,,,,,
-34.6382,141.4905,,,,,,,,
-34.6328,141.4986,,,,,,,,
-34.5741,141.4973,,,,,,,,
-34.6356,141.4948,,,,,,,,
-34.558,141.499,,,,,,,,
-34.623,141.497,,,,,,,,
-34.9735,141.3429,,,,,,,,
-34.8455,142.5233,,,,,,,,
-34.7324,141.0619,,,,,,,,
-34.7251,141.0673,,,,,,,,
-34.6349,142.2673,,,,,,,,
-34.6792,141.0641,,,,,,,,
-34.86,142.33,,,,,,,,
-34.399,141.413,,,,,,,,
-34.86,142.33,,,,,,,,
-34.8623,142.3245,,,,,,,,
-34.644,142.273,,,,,,,,
-34.9432,141.409,,,,,,,,
-34.6485,142.2623,,,,,,,,
-34.8602,142.3507,,,,,,,,
-34.7115,141.0617,,,,,,,,
-34.6485,142.2623,,,,,,,,
-34.9422,141.404,,,,,,,,
-34.9401,141.4096,,,,,,,,
-34.9401,141.3929,,,,,,,,
-34.6307,141.0089,,,,,,,,
-34.9508,141.422,,,,,,,,
-34.8633,142.4733,,,,,,,,
-34.7003,141.0855,,,,,,,,
-34.8455,142.5233,,,,,,,,
-34.9401,141.4096,,,,,,,,
-34.8455,142.5233,,,,,,,,
-34.68,141.07,,,,,,,,
-34.67,141.07,,,,,,,,
-34.7071,141.0571,,,,,,,,
-34.8633,142.4733,,,,,,,,
-34.73,141.07,,,,,,,,
-34.8455,142.5233,,,,,,,,
-34.86,142.33,,,,,,,,
-34.9568,141.4263,,,,,,,,
-34.8455,142.5233,,,,,,,,
-34.7054,141.0628,,,,,,,,
-34.723,141.062,,,,,,,,
-34.8638,142.3497,,,,,,,,
-34.9432,141.409,,,,,,,,
-34.7009,141.0769,,,,,,,,
-34.73,142.3,,,,,,,,
-34.649,141.009,,,,,,,,
-34.8455,142.5233,,,,,,,,
-34.7154,141.0622,,,,,,,,
-34.5989,141.0596,,,,,,,,
-34.9508,141.422,,,,,,,,
-34.6515,141.0097,,,,,,,,
-34.8332,142.5723,,,,,,,,
-34.7009,141.0769,,,,,,,,
-34.9503,141.322,,,,,,,,
-34.7251,141.0673,,,,,,,,
-34.6366,142.2675,,,,,,,,
-34.6486,142.2792,,,,,,,,
-34.9582,141.369,,,,,,,,
-34.7251,141.0673,,,,,,,,
-34.73,141.07,,,,,,,,
-34.9568,142.7096,,,,,,,,
-34.9677,141.338,,,,,,,,
-34.6221,142.2683,,,,,,,,
-34.8455,142.5233,,,,,,,,
-34.7267,141.0628,,,,,,,,
-34.8638,142.3497,,,,,,,,
-34.9568,141.3763,,,,,,,,
-34.6515,141.0097,,,,,,,,
-34.6529,141.0083,,,,,,,,
-34.86,142.33,,,,,,,,
-34.9568,141.4429,,,,,,,,
-34.86,142.33,,,,,,,,
-34.8638,142.3497,,,,,,,,
-34.876,142.302,,,,,,,,
-34.741,141.063,,,,,,,,
-34.6307,141.0089,,,,,,,,
-34.7178,141.0622,,,,,,,,
-34.87,142.47,,,,,,,,
-34.8384,142.5833,,,,,,,,
-34.6486,142.2599,,,,,,,,
-34.8332,142.5723,,,,,,,,
-35.37,141.15,,,,,,,,
-34.85,142.52,,,,,,,,
-35.28,142.32,,,,,,,,
-34.6401,142.2699,,,,,,,,
-34.84,142.58,,,,,,,,
-35.2204,142.3072,,,,,,,,
-34.83,142.57,,,,,,,,
-34.83,142.57,,,,,,,,
-34.8455,142.5233,,,,,,,,
-34.85,142.52,,,,,,,,
-34.87,142.47,,,,,,,,
-34.8633,142.4733,,,,,,,,
-34.6,141.05,,,,,,,,
-35.2574,142.3067,,,,,,,,
-35.2772,142.3059,,,,,,,,
-34.8633,142.4733,,,,,,,,
-34.8642,142.4711,,,,,,,,
-35.282,142.306,,,,,,,,
-34.8332,142.5723,,,,,,,,
-34.6485,142.2623,,,,,,,,
-34.8455,142.5233,,,,,,,,
-34.83,142.57,,,,,,,,
-34.8935,142.2692,,,,,,,,
-35.28,142.32,,,,,,,,
-34.7054,141.0628,,,,,,,,
-34.708,141.733,,,,,,,,
-34.7089,141.7518,,,,,,,,
-34.576,141.498,,,,,,,,
-34.725,141.653,,,,,,,,
-34.7077,141.7389,,,,,,,,
-34.8287,141.9758,,,,,,,,
-34.7383,141.6687,,,,,,,,
-34.7333,141.4884,,,,,,,,
-34.6363,141.4896,,,,,,,,
-34.7266,141.4844,,,,,,,,
-34.6354,141.4975,,,,,,,,
-34.5585,141.4942,,,,,,,,
-34.7182,141.4837,,,,,,,,
-34.716,141.682,,,,,,,,
-34.718,141.682,,,,,,,,
-34.7152,141.6649,,,,,,,,
-34.5741,141.4973,,,,,,,,
-34.721,141.682,,,,,,,,
-34.648,142.293,,,,,,,,
-34.71,141.68,,,,,,,,
-34.6408,141.5001,,,,,,,,
-34.6221,142.2683,,,,,,,,
-34.7201,141.4861,,,,,,,,
-34.7119,141.4745,,,,,,,,
-34.6382,141.4905,,,,,,,,
-34.7294,141.4858,,,,,,,,
-34.5819,141.4979,,,,,,,,
-34.8633,142.4733,,,,,,,,
-34.7119,141.4745,,,,,,,,
-34.8455,142.5233,,,,,,,,
-34.721,141.682,,,,,,,,
-34.8332,142.5723,,,,,,,,
-34.8633,142.4733,,,,,,,,
-34.8455,142.5233,,,,,,,,
-34.9508,141.422,,,,,,,,
-34.9427,141.392,,,,,,,,
-34.708,141.733,,,,,,,,
-34.86,142.33,,,,,,,,
-34.711,141.467,,,,,,,,
-34.8633,142.4733,,,,,,,,
-34.7591,142.1821,,,,,,,,
-34.9422,141.404,,,,,,,,
-34.7294,141.4858,,,,,,,,
-34.8633,142.4733,,,,,,,,
-34.8455,142.5233,,,,,,,,
-34.7157,141.7321,,,,,,,,
-34.8633,142.4733,,,,,,,,
-34.723,141.062,,,,,,,,
-34.7077,141.7389,,,,,,,,
-34.5741,141.4973,,,,,,,,
-34.9582,141.369,,,,,,,,
-34.644,142.273,,,,,,,,
-34.9508,141.422,,,,,,,,
-34.8633,142.4733,,,,,,,,
-34.7174,141.4859,,,,,,,,
-34.6408,141.5001,,,,,,,,
-34.718,141.682,,,,,,,,
-34.86,142.33,,,,,,,,
-34.8633,142.4733,,,,,,,,
-34.8633,142.4733,,,,,,,,
-34.86,142.33,,,,,,,,
-34.9677,141.338,,,,,,,,
-34.623,141.497,,,,,,,,
-34.8129,141.9666,,,,,,,,
-34.7143,141.6768,,,,,,,,
-34.7201,141.4861,,,,,,,,
-34.8455,142.5233,,,,,,,,
-34.5635,141.7478,,,,,,,,
-34.876,142.302,,,,,,,,
-34.7251,141.0673,,,,,,,,
-34.6328,141.4986,,,,,,,,
-34.716,141.682,,,,,,,,
-34.8633,142.4733,,,,,,,,
-34.5819,141.4979,,,,,,,,
-34.5567,141.4986,,,,,,,,
-34.7089,141.7518,,,,,,,,
-34.8633,142.4733,,,,,,,,
-34.725,141.653,,,,,,,,
-34.761,141.981,,,,,,,,
-34.86,142.33,,,,,,,,
-34.7969,142.3694,,,,,,,,
-34.7182,141.4837,,,,,,,,
-34.9582,141.369,,,,,,,,
end,,,,,,,,,
